,date,text,score,senti
301,2020.02.03.,신종코로나 불안에 칼 뺀 경찰…가짜뉴스마스크 판매사기에 철퇴종합,-9,-1
302,2020.02.03.,“영화 미션임파서블처럼 걸음걸이로도 신원 인증되는 세상을 위해…”,1,1
303,2020.02.03.,성 상품화 中 게임광고 정말 퇴출됐을까,0,0
304,2020.02.03.,KBO 지상파 3사와 4년간 2160억 중계권 계약,1,1
305,2020.02.03.,흔들리는 한진그룹조원태 ‘풍전등화’ 경영권 위기,-3,-1
306,2020.02.03.,SW개발자SI프로젝트 연결 프리몬…매칭 상담액 400억 돌파,6,1
307,2020.02.03.,그립습니다자식 신세 지기 싫다고 요양병원 홀로 가신 장모님,-5,-1
308,2020.02.04.,카카오페이증권 공식 출범5 예탁계좌로 첫 발 뗐다,1,1
309,2020.02.04.,카카오증권 출범 초읽기혁신의 메기 vs 찻잔속 태풍,2,1
310,2020.02.04.,신상품 삼양식품 신림동 백순대볶음면 순대먹으러 신림동까지 가세요 집에서 간편하게 감칠맛 즐겨요,0,0
311,2020.02.04.,‘신종 코로나’ 초비상“정부 허위에 국민 고통”…中 교수들 시진핑 체제 정면비판,-9,-1
312,2020.02.04.,잘 들리나요…신종코로나에 대학 어학당 카톡방 수업,0,0
313,2020.02.04.,카카오톡에 지붕이 인형 떴다,0,0
314,2020.02.04.,장 마감 후 기업공시2월 5일,-1,-1
315,2020.02.04.,“3월 주총 뒤에도 한진가 분쟁 지속 전망”,-1,-1
316,2020.02.04.,‘MTS 바로가기’로 공시 확인 후 신속한 매매,0,0
317,2020.02.04.,만났습니다①4차혁명 韓에 유리벤처와 글로벌 대기업 보유,1,1
318,2020.02.04.,中 첫 사망자까지 한달간 은폐…사상최악 글로벌 민폐로,-7,-1
319,2020.02.04.,그립습니다떠나신 지 20년… 일우 회원들은 회장님을 추모합니다,-2,-1
320,2020.02.04.,악수 대신 손가락 하트 행사 대신 유튜브…신종 코로나 사태가 바꾼 선거운동,-2,-1
321,2020.02.04.,카카오페이증권 금주 출격 메기효과냐 … 출혈경쟁이냐,-2,-1
322,2020.02.04.,MSCI 지수 리밸런싱LG유플우리금융카카오 비중 증가,3,1
323,2020.02.04.,이슈분석20대 국회 법안처리율 30…정쟁에 외면받는 경제 법안,-2,-1
324,2020.02.04.,기자의 눈 신종 코로나 백서에는 무엇이 담겨야 하나,-1,-1
325,2020.02.04.,한표가 아쉬운 조원태 vs KCGI…전자투표 새 변수,-2,-1
326,2020.02.04.,한진 경영권 분쟁 대진표 확정…조원태反조원태 다음 카드는,-1,-1
327,2020.02.04.,아마존 뱅크가 온다바람개비,0,0
328,2020.02.04.,기생충 효과거세지는 영화 한류에 글로벌 투자 기대감,0,0
329,2020.02.04.,삼성디스플레이 성과금 지급 무산에 술렁,-4,-1
330,2020.02.04.,쓰디쓴 독주 뒤에 밀려 오는 달콤함…‘어른의 초콜릿’,-1,-1
331,2020.02.04.,디지털해외사업새 수익원 확보…한투 정일문號 ‘1조 클럽’ 재도전,4,1
332,2020.02.04.,통신 시즌은 오픈형 플랫폼…다양한 콘텐츠 담겠다,2,1
333,2020.02.04.,사내식당서도 혼밥… 다같이 왕따가 됩시다,-2,-1
334,2020.02.04.,카뱅 저금통 저축액 상향… 1000원 미만 → 5000원 이하,0,0
335,2020.02.04.,앞다퉈 험지 가겠다는 민주당 신인들,0,0
336,2020.02.04.,블록체인으로 전장 옮긴 인터넷 맞수…암호화폐 지갑맞대결,0,0
337,2020.02.04.,재무개선 카드 꺼낸 조원태 vs KCGI “경영개선 의지 없다”,2,1
338,2020.02.05.,카카오 ‘달빛조각사’ 만든 엑스엘게임즈 인수,6,1
339,2020.02.05.,해설왜 KB금융은 간편결제 시장에 뛰어들었나,0,0
340,2020.02.05.,e커머스 강화하는 네이버카카오 시장 판도 뒤흔드나,0,0
341,2020.02.05.,다이제스트 원플러 손 세정제 기획전,0,0
342,2020.02.05.,대한항공 경영쇄신안 발표反 조원태 진영 명분 약화 노린 듯,-1,-1
343,2020.02.05.,카카오페이증권 첫 행보…페이머니 이전시 연 5 이자,0,0
344,2020.02.05.,아들 손 들어준 모친… ‘숨은 표’에 달린 한진 경영권,0,0
345,2020.02.05.,다시 불붙은 남매의 亂… 한진그룹 안갯속 비행,0,0
346,2020.02.05.,카카오T블루 이용료 0원 대전서 시범 서비스 돌입,0,0
347,2020.02.05.,전국 질주하는 카카오T…여전히 안갯속 타다,1,1
348,2020.02.05.,네이버카카오 ‘코로나 웹사이트’ 무상 지원,0,0
349,2020.02.05.,MSCI 지수 리밸런싱LG유플우리금융카카오 비중 증가,3,1
350,2020.02.05.,우여곡절 끝에 우한 공항 도착 “전세기에 모두 데려갈 것” 뭉클,-3,-1
351,2020.02.05.,AV배우 맛 느껴라…선 넘는 중국 게임광고,0,0
352,2020.02.05.,국민연금 지분 예상외 29뿐…한진칼 주총 캐스팅보트 가능,1,1
353,2020.02.05.,S머니1대 금리에도 예금 독주5대 은행 잔액 한달새 12조 쑥,1,1
354,2020.02.05.,적극적 스타트업 투자 나선 네이버카카오…방향성은 차이,2,1
355,2020.02.05.,그립습니다‘스스로 결정하라’… 40년 지난뒤 깨달은 신부님 가르침,0,0
356,2020.02.05.,IT과학칼럼 AI 윤리주권 걱정할 때,-3,-1
357,2020.02.05.,카카오 클레이튼에 아모레퍼시픽 합류,1,1
358,2020.02.06.,그립습니다625 참전용사였던 아버지 햄을 그렇게 좋아 하실 줄은…,1,1
359,2020.02.06.,삼성SDS 실손 보험금 간편청구 서비스 선봬,0,0
360,2020.02.06.,종합카카오 3조 클럽 입성…카톡에 광고입힌 승부수 통했다,0,0
361,2020.02.06.,만화대국 美日 제치고…웹툰 한류 만드는 네이버카카오,-1,-1
362,2020.02.06.,태광 정도경영 1년②편법탈법 끝…태광이 택한 혁신의 길,-3,-1
363,2020.02.06.,MA사업재편…온라인 영어교육시장 새판짜기 분주,0,0
364,2020.02.06.,인도서 직구하는 탈모약 인기라는데…,1,1
365,2020.02.06.,카톡으로 주식 매매… 카카오페이증권 출범,1,1
366,2020.02.06.,와우스탁킹 1분기 대회…권태민 계좌수익률 384로 1위,1,1
367,2020.02.06.,네이버카카오도 참전…격전장된 온라인 장보기 시장,0,0
368,2020.02.06.,SK바이오팜빅히트 IPO 준비코스피 대어급 훈풍 분다,4,1
369,2020.02.06.,신종 코로나 가짜뉴스 난무… 국민 86 “재난 관련 폐해 심각”,-7,-1
370,2020.02.06.,“조현아 가족 품으로”母 이명희 조원태 한진그룹 회장 지지,-1,-1
371,2020.02.06.,만화대국 美日 제치고…웹툰 한류 만드는 네이버카카오,-1,-1
372,2020.02.06.,이슈분석 네이버카카오토스 증권시장서 본격 승부,0,0
373,2020.02.06.,증권사 플랫폼 기반한 인터넷SW株 주목하라,1,1
374,2020.02.06.,카카오 클레이튼에 아모레퍼시픽 합류,1,1
375,2020.02.07.,00사이트에 물량 풀렸다 광속클릭 해보면…,1,1
376,2020.02.07.,오늘의 증시 메모2월 14일,0,0
377,2020.02.07.,금융 라운지 인터넷銀 3총사 새 행장 급구,0,0
378,2020.02.07.,카카오 갤러리에 서울시 고화질로 담는다,0,0
379,2020.02.07., Why 中 보따리상 공장 돌며 사재기… 1박스에 42만원까지 폭등,1,1
380,2020.02.07.,소비자에 브랜드 새 이미지 각인… 기업 사명 바꾸기,0,0
381,2020.02.07.,단신KB국민카드 프놈펜에 첫 해외지점 문 열어 外,0,0
382,2020.02.07.,“中바이어 대기… 현찰박치기” 단속 비웃는 마스크 거래상들,-3,-1
383,2020.02.07.,조원태 편에 선 엄마와 동생…조현아와 1p 지분 경쟁,-2,-1
384,2020.02.07.,포차노점상…카드결제 황무지 개간 나선 신용카드사,1,1
385,2020.02.07.,그립습니다대보름이 다가오면 아빠 품에 대한 그리움 더 사무쳐,0,0
386,2020.02.07.,147p 앞지른 조원태… 경영권 분쟁 안갯속,-1,-1
387,2020.02.07.,인터뷰 스마트 기술로 도시문제 해결… 시민에 일자리 기회 열어줄 것,3,1
388,2020.02.07.,“의심환자 2명 입원” 가짜뉴스에 병원 발칵,-7,-1
389,2020.02.08.,국민연금 배당 압박 통할까,-1,-1
390,2020.02.09.,EMR 기업 품은 GC녹십자 디지털 헬스케어 사업 ‘속도’,0,0
391,2020.02.09.,네이버 링크 고공행진…카카오 클레이 연중 최저 왜,0,0
392,2020.02.09.,1000명 원하면 시장이 대답…‘민주주의 서울’ 개편,1,1
393,2020.02.09.,카톡 구찌백 보냈어… ‘선물하기’에 명품테마 신설,1,1
394,2020.02.09.,대어급 상장 예고된 IPO 시장… FI는 함박웃음마켓워치,4,1
395,2020.02.09.,위클리 마켓 레몬켄코아에어로 IPO 수요예측…CJ계열사카카오 IR,1,1
396,2020.02.09.,인재영입은 했지만…여야 지역구 경쟁력에 속앓이,-1,-1
397,2020.02.10.,中교민 “영사관 코로나 관련 연락 한번도 안해” 분통,-5,-1
398,2020.02.10.,카카오증권 출범 초읽기혁신의 메기 vs 찻잔속 태풍,2,1
399,2020.02.10.,코로나확산공천잡음 논란속 민주당 선대위 차분하게 출범,-1,-1
400,2020.02.10.,fn스트리트 재택근무,0,0
401,2020.02.10.,카카오 대형택시 벤티 개인택시도 운행 시동…내달 100여대 규모,0,0
402,2020.02.10.,네이버 링크 고공행진…카카오 클레이 연중 최저 왜,0,0
403,2020.02.10.,민주 1차영입 마무리… 젊은피 수혈한다더니 법조인만 30,0,0
404,2020.02.10.,코로나 확산에 변동성 커져… 대형株 위주 접근을,-1,-1
405,2020.02.10.,삼성증권 온라인 주총장 ‘인기몰이’,2,1
406,2020.02.10.,“머리통 날린다” 폭언 사소한 일에 멱살잡이…법 시행 6개월 여전한 직장갑질,0,0
407,2020.02.10.,여성 늘고 젊어진 與 인재영입… ‘스토리ㆍ이름값’ 유혹은 못 떨쳤다,-1,-1
408,2020.02.10.,벼랑끝에 선 케이뱅크‥2월 국회 회생기회 잡나,-1,-1
409,2020.02.10.,네이버카카오 ‘코로나 웹사이트’ 무상 지원,0,0
410,2020.02.10.,민주 인재영입 마쳤는데… 비례는 붐비고 지역구는 불안해 고민,-1,-1
411,2020.02.10.,시그널 카카오 영유아 플랫폼 기업 ‘키즈노트’ IPO 추진,2,1
412,2020.02.10.,與 동작을남양주병김포갑도 전략공천할 듯,0,0
413,2020.02.11.,코오롱베니트 모바일앱으로 파트너사 영업지원,1,1
414,2020.02.11.,조원태 편든 이명희조현민한진家 경영권 분쟁 새국면,-2,-1
415,2020.02.11.,외형내실 다잡은 카카오 거침없는 핀테크 진격,1,1
416,2020.02.11.,배상면주가 심술 알쓰 iF 디자인 어워드 수상,-1,-1
417,2020.02.11.,선택2020 불붙은 공천경쟁… 다음 빅매치 어디,-2,-1
418,2020.02.11.,모바일 쿠폰 사용 안해도 乙에 세금,-3,-1
419,2020.02.11.,그립습니다손자 바보셨던 할머니 주시던 사탕 왜 그리 생각나는지…,-1,-1
420,2020.02.11.,포토 ‘타다’ 무죄에… ‘벤티’도 도약 기대,3,1
421,2020.02.11.,한진 경영권 분쟁 캐스팅보트 쥔 두 곳 지분율 스무고개,-1,-1
422,2020.02.11.,맞춤형 보험의 진화… 디지털 손보사 블록체인 도입 속도,4,1
423,2020.02.11.,후끈해진 與野 인재영입전… ‘뉴페이스’ 공천 관심,2,1
424,2020.02.11.,전자투표 도입 확산…미래대우證 시스템 이용사 두배 증가,6,1
425,2020.02.11.,위클리 신상품 스파오 추억의 텔레토비 컬렉션,0,0
426,2020.02.11.,카카오 증권업 진출에… “메기효과”  “출혈경쟁” 갈려,0,0
427,2020.02.12.,민주 1차 경선지역 52곳 확정… ‘현역 對 현역’ 등 곳곳 격전,0,0
428,2020.02.12.,MK라씨로 LNG 추진선 수요 회복…대우조선 목표가 5만원,4,1
429,2020.02.12.,中 전국민 외출 자제령…마스크 사려면 증명서 발급받아야,0,0
430,2020.02.12.,男 아나운서에 “성관계 폭로할것”… 3억 요구한 술집종업원 징역1년,-3,-1
431,2020.02.12.,그립습니다정갈하고 정 넘쳤던…‘102년 10개월’ 할머니의 일생,0,0
432,2020.02.12.,밸런타인데이 선물 키엘 모공피지관리 등 남성용 베스트 제품만 모아,0,0
433,2020.02.12.,“신종 코로나 소비패턴까지 바꾼다”…온오프 변곡점 될듯,-2,-1
434,2020.02.12.,“신입생 에어팟 안 빼”… ‘똥군기’는 안 변했다,0,0
435,2020.02.12.,창원에 코로나 우려자 허위사실 유포男 검거,-4,-1
436,2020.02.12.,마스크 대란인데…처벌규정 없다며 단속 손놓은 정부,-3,-1
437,2020.02.12.,카톡서 주식 투자도 가능,2,1
438,2020.02.12.,공유경제에 휘청 알톤스포츠초고강도 긴축 경영 돌입한다,0,0
439,2020.02.12.,그립습니다동생 3명 서울대 보낸 아버지,0,0
440,2020.02.12.,알바 부당대우 ‘카톡 상담’… 학교전담 모바일 센터 운영,-1,-1
441,2020.02.12.,용인丁 이탄희동작乙 이용우 등 영입인사 배치 방침,0,0
442,2020.02.12.,반도건설 끌어들인 건 이명희 고문…KCGI 지분 인수까지 염두에 둔 듯,5,1
443,2020.02.12.,엠게임 2019년 영업이익 101 상승,4,1
444,2020.02.13.,‘계열사 신고 누락’ 이해진 검찰 고발… 공정위 “총수 지정 회피” 이례적 제재,-6,-1
445,2020.02.13.,수익성이냐 외형 확대냐…e커머스 동상e몽,3,1
446,2020.02.13.,사라지는 ‘실검’… 네이버 총선기간 일시 중단 카카오는 20일부터 완전 폐지,-3,-1
447,2020.02.13.,카카오 年매출 3조 돌파… 작년 영업이익 183 증가,12,1
448,2020.02.13.,中 경기부양 기대로 반등 지속 코스피 예상범위 21902260주간 증시 전망,6,1
449,2020.02.13.,삼성전자현대자동차아모레퍼시픽도 23년 뒤 ‘구글세’ 낸다,0,0
450,2020.02.13.,이슈분석 카카오 증권 사업 예상 행보는,0,0
451,2020.02.13.,카카오 증권업 진출에… “메기효과”  “출혈경쟁” 갈려,0,0
452,2020.02.13.,주택담보대출 막히자 신용대출 관심 높아져,1,1
453,2020.02.13.,단독 여고생 텔레그램 성범죄 표적 됐는데… 경찰 신고접수 반려,0,0
454,2020.02.13.,직장인 82 노동 빠진 노조 명칭 찬성,-3,-1
455,2020.02.13.,관가뒷담 “대중교통 열악한데…” 세종청사 공무원들 ‘車 2부제’ 불만,-4,-1
456,2020.02.13.,시그널 카카오 영유아 플랫폼 기업 ‘키즈노트’ IPO 추진,2,1
457,2020.02.13.,존경받는 기업 과감한 혁신고객과 소통…기업이 사랑받는 비결,4,1
458,2020.02.13.,사설‘코로나 허위사실’ 유포자 잇단 기소 불안조성 엄단해야,-8,-1
459,2020.02.13.,신도리코 사용자 편의성 강화한 A3컬러 복합기 D450 시리즈 출시,3,1
460,2020.02.13.,우한 폐렴 처음 알린 中 의사 숨져…中정부는 SNS 틀어막기 급급,-4,-1
461,2020.02.14.,내 신용점수는 얼마…앱에서 쉽고 편하게 관리 가능,3,1
462,2020.02.14.,SK텔레콤 VR미디어… 국내외 기업과 AI 초협력’으로 경쟁력 확대포춘클럽 라운지,2,1
463,2020.02.14.,新금융 강자 네이버 vs 카카오 주가 경쟁도 치열,-2,-1
464,2020.02.14.,전국 질주하는 카카오T…여전히 안갯속 타다,1,1
465,2020.02.14.,“야외 데이트 불안”… 밸런타인데이 예약 실종,-5,-1
466,2020.02.14.,카뱅 전월세보증금 대출 사업소득자청년으로 확대,3,1
467,2020.02.14.,겨우 10만 할인…e북 독자들 기다리면 무료 있는 카카오로 이동,1,1
468,2020.02.14.,한진 호텔레저 정리하고 항공기 도입…수송보국 초심 다진다,1,1
469,2020.02.14.,카카오 작년 매출 3조 898억 사상 최대,2,1
470,2020.02.14.,한숨 돌린 조원태 이명희조현민 업고 조현아와 맞대결,-2,-1
471,2020.02.14.,카카오게임즈 엑스엘게임즈 지분 53 인수,6,1
472,2020.02.15.,코로나 첫 사망자 발생 문자 메시지 주의하세요,-2,-1
473,2020.02.15.,‘코로나19’ 영향…전자주총 확산될 듯,-1,-1
474,2020.02.15.,역경의 열매 김상훈 윤정희 부부 4 “엄마 나도 아프니까 이제 잘해 줘”,-2,-1
475,2020.02.15.,조원태의 반격송현동 땅왕산레저개발 연내 매각,0,0
476,2020.02.16.,공시정보가 바로 손안에… mKIND 인기,2,1
477,2020.02.16.,그립습니다아버지와 지리산 등반 약속 했는데 못지켜 죄송하기만,-1,-1
478,2020.02.16.,ICT 업계 코로나 확진자 동선 파악 사이트 지원 나서,0,0
479,2020.02.16.,내게 맞는 금융상품 ‘바로찾기 아이콘’ 눌러볼까,0,0
480,2020.02.16.,신종 코로나 초비상 ‘탑골공원’부터 ‘초등교실’까지 가짜뉴스 ‘봇물’,-6,-1
481,2020.02.16.,선대위 출범했지만… 공천 잡음 커지는 與,0,0
482,2020.02.16.,드림시큐리티 안심지갑 이달 론칭…산업계 암호화폐 지갑 선점 나서,3,1
483,2020.02.16.,단독타다 이재웅현대家 정경선 손잡고 임팩트펀드 설립,4,1
484,2020.02.16.,이슈분석 충성고객 뺏는 효과는 의문수수료 인하는 기대,2,1
485,2020.02.16.,추가대책 앞둔 수원에 매교역 푸르지오 SK뷰 16만 청약대란… 왜,0,0
486,2020.02.16.,2020 언팩손에게 자유를 허한다 갤럭시Z 플립,0,0
487,2020.02.16.,카카오 T 블루 택시 대전서도 달린다,0,0
488,2020.02.16.,ICT총선공약 ‘미래’가 없다현장에서곽도영,-1,-1
489,2020.02.16.,34년 된 녹슨 칼로 IT공룡 겨눈 공정위…네이버 이해진 檢 고발,-2,-1
490,2020.02.16.,“장난 삼아”… 공포 키운 가짜뉴스 유포자 첫 검거,-7,-1
491,2020.02.17.,목요일 아침에 금융회사가 그리 만만한가,0,0
492,2020.02.17.,“우리가 1등”…SKT vs KT ‘통신 왕좌’ 놓고 날선 신경전,1,1
493,2020.02.17.,코로나 불안감에 무너지는 인민들 연대책임까지 지라는 中정부,-7,-1
