"","...1","제목","날짜"
"336",188,"EDB, 카카오뱅크부터 롯데멤버스까지…국내 DB시장 입지 넓혀","0"
"337",266,"‘중복 청약 막차 타자’ SKIET 공모주 청약 증거금 81조 몰렸다","0"
"338",340,"위메프 역대급 최저수수료 2.9% 채택...네이버보다 더 낮췄다","0"
"339",964,"`디지털` 옷으로 갈아입는 보험사들","0"
"340",982,"랜선·집콕시대 ‘인문학 열기’...콘텐츠 중심에 코로나 극복·K헤리티지 [코로나와 인문학]","0"
"341",140,"네이버-왓패드, 카카오-타파스·래디쉬···글로벌 콘텐츠 전쟁 본격화","0"
"342",298,"""우리 매장 신용점수는 몇 점?""…앱으로 한번에 조회","0"
"343",362,"돈되는 로봇 잡아라…관망하던 투자자 '돈 풀기' 시작했다","0"
"344",416,"SW교육-국방기술 등 융합전공 신설 30학점 이상 수강시 학위 추가 취득","0"
"345",662,"<사랑합니다>당신보다 가족이 먼저였던 순자씨!…‘89세의 책 출간’ 축하해요","0"
"346",786,"흔한 '어닝서프라이즈'...""안 좋은 종목 걸러라""","0"
"347",882,"앱 하나면 카드결제 끝...불붙는 ‘페이’ 전쟁","0"
"348",890,"“빅테크 대항” 금융지주 페이, 앱카드 그치나","0"
"349",2,"네이버·카카오 아이디로 ‘백신 접종’ 앱 접속","0"
"350",10,"""네이버·카카오도 보편적 역무"" 법안 발의에 인터넷업계 반발","0"
"351",198,"카카오 김범수 사회공헌 재단 출범… 이윤미-정혜신 씨 등 이사진 꾸려","0"
"352",202,"성장주 돌아오나…카카오·NAVER가 이끈 코스피 사상 최고치","0"
"353",256,"경기 친환경 양파 최대 56% 할인… 19일까지 ‘카카오톡딜’서 구매 가능","0"
"354",376,"카뱅, 개인사업자 신용평가사 구축에 힘 싣는다","0"
"355",492,"“3분기 주력 백신 화이자·모더나 충분… 노바백스 공급 차질 있어도 문제 없어”","0"
"356",742,"공정위, 이번엔 진로 겨냥…무죄 받아도 기업은 타격","0"
"357",832,"카뱅, 중신용대출 2%대 금리로 최대 1억원까지","0"
"358",776,"“망 중립성” 내세우며 항소… 넷플릭스의 아전인수","0"
"359",808,"7말8초 IPO 60조 ‘슈퍼위크’...빅3를 노려라 [증권 플러스-IPO 대어 청약 따라잡기]","0"
"360",844,"대환대출 플랫폼서 중금리 대출 수수료 낮춘다","0"
"361",848,"한풀 꺾인 공모주 투자 열기···SD바이오 상장일 '따상' 실패","0"
"362",490,"스마트폰보다 오래된 법으로, 혁신금융 옥죄고 票퓰리즘 남발","0"
"363",704,"저녁 8시부터 ‘백신 예약’ 생일 끝자리 9일, 19일, 29일","0"
"364",26,"카카오, 전화 대리업체 두 곳 추가 인수...소상공인 강력 항의","0"
"365",602,"'착한 호출앱' 수원e택시, 기사도 승객도 '윈윈'…지역경제 활력","0"
"366",804,"금융위, 공매도 접근성 강화 방안…11월부터 시행","0"
"367",896,"현대중공업 청약 406대 1","0"
"368",960,"브랜든 카 FCC 상임위원 ""구글·페북 디지털광고수익에 7% 보편기금 부과 가능""","0"
"369",430,"딱 오른 만큼만 전세대출···전 금융권으로 확산된다","0"
"370",600,"미국발 훈풍에 코스닥 1000선 회복","0"
"371",610,"고신용자 옥죄고 저신용자는 풀고···가계대출 규제의 모순","0"
"372",652,"한진선, 페어웨이 100% ‘스나이퍼 샷’","0"
"373",698,"메타버스 ETF 뜬 날, 170억 몰렸다","0"
"374",882,"[임현우의 Fin토크] 토스 품에 안긴 타다를 보며…","0"
"375",56,"카카오, 수수료 없는 오픈 상거래 플랫폼 만든다","0"
"376",216,"""어, 카카오페이 매도가 왜 안 되지?""…거래소 회선 또 말썽","0"
"377",310,"SK스퀘어 첫 투자처 메타버스·블록체인","0"
"378",568,"비트코인·이더리움 조정...알트코인이 뜬다","0"
"379",630,"`BBIG` 성장에 코스피 IPO 공모 시총 87.2조 역대최대","0"
"380",652,"[팩트체크] “n번방 방지법은 검열” 윤석열이 틀린 3가지 이유","0"
"381",952,"野이준석·이수정 “N번방 방지법은 사전검열”… 與는 “민간사찰 아니다”","0"
"382",274,"한국거래소 “물적분할 후 '쪼개기 상장' 대책 마련할 것”","0"
"383",836,"""靑 요청 드물어…국가과학기술자문회의 활용 제대로 안 돼""","0"
"384",872,"""민첩함·기술력으로 판 뒤집겠다"" 자신만만 핀테크","0"
"385",302,"자가검사키트 온라인 불법 판매 여전… 사기피해도 속출","0"
"386",524,"[인터넷은행 대출경쟁 가세] 카뱅 `최저 2.9% 최대 6.3억` 주담대… 대출상품 늘려 시장 확대","0"
"387",716,"신한, 메타버스 플랫폼 구축…'넥스트 모바일뱅킹' 주도한다","0"
"388",406,"대출 풀리고 稅부담 줄고…""이제 이사 가자"" [부동산시장 다시 꿈틀]","0"
"389",482,"[단독] 네이버웹툰, 2분기 메타버스 본격 진출…테마파크로 IP 영토 확장","0"
"390",922,"LG전자, 테이블 위 작은 정원 'LG 틔운 미니' 출시","0"
"391",282,"1년새 300만개 사라졌다…'페이 공습'에 위축된 체크카드","0"
"392",308,"“배민1 주문 말아주세요”… 수수료 인상에 뿔난 사장님","0"
"393",366,"예대마진 역대 최대 부담됐나… 은행들, 금리 숨고르기","0"
"394",466,"[단독] ‘온플법’ 입법 어려운데… 약관 고쳐 꼼수 규제하겠다는 공정위","0"
"395",562,"관광데이터 활용공모 대상 부산갈매기 ‘슈잉’ 앱 수상","0"
"396",140,"카뱅 ‘중금리대출’에 카카오페이 데이터 활용한다","0"
"397",428,"안드로이드 앱 먹통에 스마트폰 AS센터 북새통","0"
"398",842,"과기정통부, 5G 품질평가 대상지역 확대","0"
"399",846,"'번역 필살기'로 K-웹툰에 날개…네이버가 334억 쏜 이 회사","0"
"400",920,"경북도교육청, 다문화 학부모 대상 '중국·베트남어' 번역·상담 시범 운영","0"
"401",166,"거침없는 카카오...“68만원까지 간다” 잇단 상향","0"
"402",774,"개발자 쏠림에 양극화 심화… ""키워놓으면 나가는데 어쩌죠?""","0"
"403",24,"남은 AZ 백신, 내일부터 네이버·카카오 앱에서 당일 예약 가능","0"
"404",56,"'노쇼 백신 예약' 네이버·카카오로 한다","0"
"405",100,"카카오재팬, 6000억원 투자 유치…""오리지널 콘텐츠 성장가능성 증명""","0"
"406",240,"[포토] 금융소비자연맹, 펀드매니저 사칭 채널 방치한 카카오 고발","0"
"407",638,"전기차 주차요금 할인 간편결제 가능해진다","0"
"408",806,"LG에너지솔루션, LG화학서 매출 비중 역대 최고…""주력 자리매김”","0"
"409",808,"윤석헌 없는 금감원, 은행권 제재심·분조위 영향은","0"
"410",836,"손정의·김범수가 알아봤다… 31세 CEO 이승윤 5000억원 잭팟","0"
"411",156,"내달 IPO 카카오뱅크…몸값 20조 KB·신한에 도전장","0"
"412",164,"자전거보험·택배보험…‘생활밀착형’으로 손해보험 도전장 내미는 카카오","0"
"413",946,"“서양 여인이 입어도 ‘한복 맵시’ 손색 없네”","0"
"414",52,"'오딘 대박'에 카카오 인수 가능성까지…위메이드 선견지명 '잿팟'","0"
"415",194,"“카카오뱅크, 은행 넘어 금융플랫폼으로 갈 것”","0"
"416",386,"공모주 여름 슈퍼대전…부동자금 '100兆 머니무브' 예고","0"
"417",516,"[시그널] 카뱅, SKIET 기록 넘었다···기관 45% ""당분간 주식 안팔 것""","0"
"418",920,"저평가된 중소형 공모주 선별… 채권 투자로 리스크 관리까지 [이런 펀드 어때요?]","0"
"419",8,"""카뱅은 잘됐는데""…공모가 내리는 카카오페이 '울상'","0"
"420",96,"현대차 '스타리아 택시' 출시…카카오T서 첫선","0"
"421",804,"개별 공지 없이 접종일 변경… 6주 아닌 8주로 조정 오류도","0"
"422",924,"한국인터넷자율정책기구 이사회 의장에 이인호 중앙대 교수","0"
"423",994,"P2P 투자의 진화…年 수익률 7% '결혼비용' 채권 어때요","0"
"424",64,"‘금소법 비상’ 카카오페이...성장 잠재력 큰 보험이 문제","0"
"425",122,"진격의 카카오가 갑자기 '백기' 흔든 3가지 이유","0"
"426",436,"5대 은행, 전자문서중계 시장 뛰어든다","0"
"427",460,"11월 일상 회복 때 미접종자 다중시설 이용 제한할 듯","0"
"428",170,"카뱅, 카카오에 낸 브랜드사용료 5년간 10배로","0"
"429",718,"코로나 시대에 ‘비대면 소통’… 새로운 고객가치를 창출하다","0"
"430",98,"대기업 계열사 석달새 52개 증가···카카오, 신규편입 14개로 최다","0"
"431",458,"[광화문에서/정임수]카드 수수료·통신비까지 정부가 정해주는 나라","0"
"432",632,"웅진, 3분기 누적 실적 역대 최대···영업이익 79억원","0"
"433",720,"신작 체험부스에 줄 선 유저들, 3N 불참에도 뜨거웠던 `지스타`","0"
"434",726,"[사설]시대 역행하는 망분리 규제","0"
"435",114,"카카오, 디지털 헬스케어 진출…황희 분당서울대병원 교수 영입","0"
"436",218,"또 개미의 힘 통했다…내년 희망의 해 뜰까","0"
"437",472,"문장 300개 말한뒤 일주일... 나랑 똑같은 가상인간 탄생했다","0"
"438",528,"1월 10일부터 방역패스 유효기간 어겨도 과태료…<U+00A0>개인 10만 원","0"
"439",162,"카카오 `먹튀논란` 수습...임원 주식 매도 금지령","0"
"440",268,"“서울페이플러스 앱으로 결제받다 손님과 싸울 판”","0"
"441",672,"엘지엔솔 공모 첫날에만 237만명이 32조원 청약","0"
"442",838,"주가는 약세인데 ‘빚투’는 오히려 증가","0"
"443",950,"패션 이커머스, 가격보다 ‘브랜드力’ 승부수 띄웠다","0"
"444",996,"""신문 검열한 독재정권도, 편집과정 들여다보진 않았다""","0"
"445",196,"""내 주식 배당 늘어나려나""…덩치 키운 사모펀드 주총 입김 세진다","0"
"446",286,"몸값 1,000,000,000,000원…K유니콘 7곳 추가됐다","0"
"447",340,"기세 꺾인 국가대표 'BBIG'... 올 들어 시총만 64조 날아가","0"
"448",420,"""1京 시장 잡아라"" 메타버스 몰려가는 中빅테크","0"
"449",628,"위메이드 후폭풍…게임사 발행 가상화폐 '와르르'","0"
"450",776,"“韓 언론·일부 정치인 反中정서 부추겨… 엄중한 우려 천명”","0"
"451",890,"토스뱅크, 인터넷은행 첫 사업자대출 이달 출시","0"
"452",980,"[5대 금융지주 수장에게 듣는다] 작년 디지털 강화에 5000억 투자… 차별화 서비스 결실","0"
"453",132,"네이버 15억·카카오 10억… 재계 산불 성금 ‘앞장’","0"
"454",160,"[IT업계 ""우크라 힘내라""] 카카오, 유니세프에 42억 상당 암호화폐","0"
"455",210,"샌드박스네트워크 ""NFT 영토 확장… P2E게임도 출시""","0"
"456",284,"4조 vs 2조…마켓컬리 몸값 '거품 논란' 넘어설까","0"
"457",346,"대박 터트린 IT 기업들 '이익분배' 진흙탕싸움","0"
"458",362,"외국인 '팔자'에 코스피 상승폭 축소…""2700선에선 매수 늦춰야""","0"
"459",376,"엇갈린 투심… 외인은 TR ETF, 개인은 대형주 담았다","0"
"460",584,"김현정 태평양 변호사, '올해의 라이징 스타상' 수상","0"
"461",686,"연봉 1억 은행 가려고, IT 새로 배워요","0"
"462",760,"'바람의 나라' 게이머들도 추모 물결... 충격에 빠진 IT업계","0"
"463",862,"대전 지역화폐 ‘온통대전’의 진화… 송금서비스 나선다","0"
"464",874,"MZ세대 필수 '뷰티 MBTI' 서비스…""종합 뷰티 플랫폼 도약할 것""","0"
"465",98,"[MK TECH REVIEW] 초대형 신작 품고 전세계 진격…""실력으로 평가받겠다""","0"
"466",110,"‘서울아레나’ 사업 서울시·카카오 손잡다","0"
"467",156,"올해 일평균 공매도, 지난해보다 늘었다…외국인 비중 71%","0"
"468",428,"오늘의 증시 일정 (4월 8일)","0"
"469",440,"팟캐스트 ‘영구네 식탁’ 이벤트… 영등포구, 재밌는 봄 사연 공모","0"
"470",446,"3개월새 1조원 줄었어도… 총수 주식재산 1위 이재용","0"
"471",328,"<그립습니다>어머니와 친자매처럼 지내셨는데…고생하시다 떠난 작은 어머니","0"
"472",168,"카카오도 웹소설 플랫폼 확보 나서…네이버와 ‘글로벌 콘텐츠 전쟁’ 가열","0"
"473",6,"머스트잇, 카카오인베스트먼트·케이투인베스트먼트서 130억 투자 유치","0"
"474",240,"카카오톡, 월간사용자수 4566만명으로 1위…배민, 2000만명 돌파","0"
"475",484,"[단독] 9대 증권사 올해 청약수수료 수입 220% 급증","0"
"476",264,"집이야 차야…LG가 만든 자율주행 콘셉트카 실물 나온다","0"
"477",272,"가계대출 감소에도 인뱅은 못 말려","0"
"478",402,"첫 국회 논의 발도 못 뗀 전금법··· 금융위-한은 이견 좁혀질까","0"
"479",852,"확률형 아이템 논란 해결사로 '배틀패스' 뜬다","0"
"480",776,"개발자 채용 전용 플랫폼 경쟁도 치열","0"
"481",6,"""카카오 새로운 10년은 글로벌 플랫폼 선점""","0"
"482",104,"카카오 김범수·통신3사 대표 국감 증인 채택","0"
"483",644,"지금부터 뛰어야 '대출 절벽' 넘는다","0"
"484",350,"국영기업에 '위챗 금지령'···텐센트 더 옥죄는 中","0"
"485",956,"LG엔솔 2조4천억 담느라 삼전 8천억 던졌다…연기금발 수급교란","0"
"486",314,"대출금리 인상 속도조절 나선 은행들","0"
"487",746,"서울시 7152개 공공서비스 예약, 오늘부터 ‘카톡’서도 가능","0"
"488",862,"미래금융 키워드는 '혁신·디지털·ESG'","0"
"489",618,"급전 필요할 땐 '비상금 대출'…신청부터 실행까지 1분","0"
"490",164,"네이버-카카오, 북미서 콘텐츠 진검승부","0"
"491",190,"순풍 만난 카카오, 신사업 공격행보로 성장세 잇는다","0"
"492",274,"""상반기 1300만 가능”… 91일 만에 접종률 10% 돌파","0"
"493",508,"우리금융 위비 브랜드, 시장서 사라진다...우리원멤버스로 통합 개편","0"
"494",696,"文대통령 ""인생을 다시 산다면 나무 전공해 자연에서 살고 싶어""","0"
"495",800,"[데스크가 만났습니다]김성규 한국전자문서산업협회장 ""비대면 전환이 전자문서 판도 바꿔…국민 접점 커진다""","0"
"496",856,"“막말 갑질·성폭력에도 유공자라… 참고 또 참아”","0"
"497",94,"카카오모빌리티 서비스, 혁신이냐 독점 강화냐","0"
"498",108,"카카오뱅크 ""기존 은행과 다르다...1등 금융플랫폼 되겠다""","0"
"499",282,"연애상담·성대모사·운세까지…네이버·카카오 ""귀로 즐겨요""","0"
"500",554,"""몸값 30조 슬랙보다 낫다"" 실리콘밸리 뒤흔든 대어급 K스타트업","0"
"501",546,"돈독 오른 ‘공룡 플랫폼’… 공짜라더니 유료화 뒤통수","0"
"502",618,"뉴빌리티 '자율주행 배달로봇' 내달 도심 누빈다","0"
"503",650,"BTS 손잡은 네이버웹툰, 1등 플랫폼 굳히기","0"
"504",918,"행정공제회 'BTS 효과'…올 수익률 12% 쑥","0"
"505",170,"‘문어발’ 카카오의 위협… 지자체 공들인 공공자전거 죽을 판","0"
"506",272,"'오리지널 콘텐츠' 도전 1년··· 카카오TV, ‘숏폼·미드폼’ 개념을 잡다","0"
"507",330,"`네이버·카카오 국감` 벼르는 정치권","0"
"508",420,"“카뱅 너 마저···” 연말까지 신규 마통 전면 중단","0"
"509",462,"백신 미접종자, 음성확인서 없으면 다중시설 이용 제한","0"
"510",976,"""안드로이드만 써라"" 삼성·LG 압박한 구글…'경쟁 OS' 진입 막아","0"
